,location,city,country,utc,parameter,value,unit,latitude,longitude,attribution
86,US Diplomatic Post: Baghdad,Baghdad,IQ,2016-03-14 06:00:00+00:00,pm25,43,µg/m³,33.298722,44.395917,"[{""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary"",""name"":""EPA AirNow DOS""}]"
87,US Diplomatic Post: Baghdad,Baghdad,IQ,2016-03-14 07:00:00+00:00,pm25,32,µg/m³,33.298722,44.395917,"[{""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary"",""name"":""EPA AirNow DOS""}]"
88,US Diplomatic Post: Baghdad,Baghdad,IQ,2016-03-14 08:00:00+00:00,pm25,29,µg/m³,33.298722,44.395917,"[{""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary"",""name"":""EPA AirNow DOS""}]"
89,US Diplomatic Post: Baghdad,Baghdad,IQ,2016-03-14 09:00:00+00:00,pm25,32,µg/m³,33.298722,44.395917,"[{""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary"",""name"":""EPA AirNow DOS""}]"
90,US Diplomatic Post: Baghdad,Baghdad,IQ,2016-03-14 10:00:00+00:00,pm25,33,µg/m³,33.298722,44.395917,"[{""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary"",""name"":""EPA AirNow DOS""}]"
91,US Diplomatic Post: Baghdad,Baghdad,IQ,2016-03-14 11:00:00+00:00,pm25,52,µg/m³,33.298722,44.395917,"[{""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary"",""name"":""EPA AirNow DOS""}]"
92,US Diplomatic Post: Baghdad,Baghdad,IQ,2016-03-14 12:00:00+00:00,pm25,30,µg/m³,33.298722,44.395917,"[{""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary"",""name"":""EPA AirNow DOS""}]"
93,US Diplomatic Post: Baghdad,Baghdad,IQ,2016-03-14 13:00:00+00:00,pm25,58,µg/m³,33.298722,44.395917,"[{""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary"",""name"":""EPA AirNow DOS""}]"
94,US Diplomatic Post: Baghdad,Baghdad,IQ,2016-03-14 14:00:00+00:00,pm25,26,µg/m³,33.298722,44.395917,"[{""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary"",""name"":""EPA AirNow DOS""}]"
95,US Diplomatic Post: Baghdad,Baghdad,IQ,2016-03-14 15:00:00+00:00,pm25,29,µg/m³,33.298722,44.395917,"[{""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary"",""name"":""EPA AirNow DOS""}]"
96,US Diplomatic Post: Baghdad,Baghdad,IQ,2016-03-14 16:00:00+00:00,pm25,16,µg/m³,33.298722,44.395917,"[{""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary"",""name"":""EPA AirNow DOS""}]"
97,US Diplomatic Post: Baghdad,Baghdad,IQ,2016-03-14 17:00:00+00:00,pm25,17,µg/m³,33.298722,44.395917,"[{""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary"",""name"":""EPA AirNow DOS""}]"
98,US Diplomatic Post: Baghdad,Baghdad,IQ,2016-03-14 18:00:00+00:00,pm25,19,µg/m³,33.298722,44.395917,"[{""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary"",""name"":""EPA AirNow DOS""}]"
