,location,city,country,utc,parameter,value,unit,latitude,longitude,attribution
76,Toronto Downtown,ONTARIO,CA,2015-01-11 06:00:00+00:00,pm25,11,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
77,Toronto Downtown,ONTARIO,CA,2015-01-11 18:00:00+00:00,pm25,7,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
78,Toronto Downtown,ONTARIO,CA,2015-01-11 23:00:00+00:00,pm25,8,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
79,Toronto Downtown,ONTARIO,CA,2015-01-12 06:00:00+00:00,pm25,5,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
80,Toronto Downtown,ONTARIO,CA,2015-01-12 07:00:00+00:00,pm25,5,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
81,Toronto Downtown,ONTARIO,CA,2015-01-12 12:00:00+00:00,pm25,4,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
82,Toronto Downtown,ONTARIO,CA,2015-01-12 20:00:00+00:00,pm25,3,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
83,Toronto Downtown,ONTARIO,CA,2015-01-13 05:00:00+00:00,pm25,2,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
84,Toronto Downtown,ONTARIO,CA,2015-01-13 06:00:00+00:00,pm25,2,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
85,Toronto Downtown,ONTARIO,CA,2015-01-13 19:00:00+00:00,pm25,2,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
