location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
HU0057A,Csongrád,HU,2019-12-08T02:00:00Z,2019-12-08T03:00:00+01:00,pm25,62.78736,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-08T01:00:00Z,2019-12-08T02:00:00+01:00,pm25,63.9381,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-08T00:00:00Z,2019-12-08T01:00:00+01:00,pm25,67.90177,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-07T23:00:00Z,2019-12-08T00:00:00+01:00,pm25,66.892265,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-07T22:00:00Z,2019-12-07T23:00:00+01:00,pm25,63.37161,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-07T21:00:00Z,2019-12-07T22:00:00+01:00,pm25,62.275017,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-07T20:00:00Z,2019-12-07T21:00:00+01:00,pm25,58.8331,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-07T19:00:00Z,2019-12-07T20:00:00+01:00,pm25,57.26252,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-07T18:00:00Z,2019-12-07T19:00:00+01:00,pm25,51.80937,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-07T17:00:00Z,2019-12-07T18:00:00+01:00,pm25,50.723846,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-07T16:00:00Z,2019-12-07T17:00:00+01:00,pm25,47.29055,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-07T15:00:00Z,2019-12-07T16:00:00+01:00,pm25,44.95994,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-07T14:00:00Z,2019-12-07T15:00:00+01:00,pm25,36.93227,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-07T13:00:00Z,2019-12-07T14:00:00+01:00,pm25,39.031635,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-07T12:00:00Z,2019-12-07T13:00:00+01:00,pm25,46.3794,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-07T11:00:00Z,2019-12-07T12:00:00+01:00,pm25,45.406296,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-07T10:00:00Z,2019-12-07T11:00:00+01:00,pm25,42.37513,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-07T09:00:00Z,2019-12-07T10:00:00+01:00,pm25,42.248116,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-07T08:00:00Z,2019-12-07T09:00:00+01:00,pm25,41.81062,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-07T07:00:00Z,2019-12-07T08:00:00+01:00,pm25,42.43243,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-07T06:00:00Z,2019-12-07T07:00:00+01:00,pm25,44.39132,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-07T05:00:00Z,2019-12-07T06:00:00+01:00,pm25,43.56116,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-07T04:00:00Z,2019-12-07T05:00:00+01:00,pm25,40.70173,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-07T03:00:00Z,2019-12-07T04:00:00+01:00,pm25,39.076305,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-07T02:00:00Z,2019-12-07T03:00:00+01:00,pm25,33.38733,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-07T01:00:00Z,2019-12-07T02:00:00+01:00,pm25,32.00823,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-07T00:00:00Z,2019-12-07T01:00:00+01:00,pm25,27.69657,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-06T23:00:00Z,2019-12-07T00:00:00+01:00,pm25,28.713224,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-06T22:00:00Z,2019-12-06T23:00:00+01:00,pm25,32.20248,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-06T21:00:00Z,2019-12-06T22:00:00+01:00,pm25,35.212124,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-06T20:00:00Z,2019-12-06T21:00:00+01:00,pm25,44.69336,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-06T19:00:00Z,2019-12-06T20:00:00+01:00,pm25,42.78032,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-06T18:00:00Z,2019-12-06T19:00:00+01:00,pm25,36.29463,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-06T17:00:00Z,2019-12-06T18:00:00+01:00,pm25,37.156696,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-06T16:00:00Z,2019-12-06T17:00:00+01:00,pm25,40.14983,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-06T15:00:00Z,2019-12-06T16:00:00+01:00,pm25,39.25,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-06T14:00:00Z,2019-12-06T15:00:00+01:00,pm25,36.43674,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-06T13:00:00Z,2019-12-06T14:00:00+01:00,pm25,35.516685,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-06T12:00:00Z,2019-12-06T13:00:00+01:00,pm25,32.3222,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-06T11:00:00Z,2019-12-06T12:00:00+01:00,pm25,30.49615,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-06T10:00:00Z,2019-12-06T11:00:00+01:00,pm25,24.74357,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-06T09:00:00Z,2019-12-06T10:00:00+01:00,pm25,24.48016,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-06T08:00:00Z,2019-12-06T09:00:00+01:00,pm25,23.58005,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-06T07:00:00Z,2019-12-06T08:00:00+01:00,pm25,23.38253,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-06T06:00:00Z,2019-12-06T07:00:00+01:00,pm25,22.69674,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-06T05:00:00Z,2019-12-06T06:00:00+01:00,pm25,23.976295,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-06T04:00:00Z,2019-12-06T05:00:00+01:00,pm25,27.93195,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-06T03:00:00Z,2019-12-06T04:00:00+01:00,pm25,28.341005,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-06T02:00:00Z,2019-12-06T03:00:00+01:00,pm25,29.73882,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-06T01:00:00Z,2019-12-06T02:00:00+01:00,pm25,30.5702,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-06T00:00:00Z,2019-12-06T01:00:00+01:00,pm25,33.19967,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-05T23:00:00Z,2019-12-06T00:00:00+01:00,pm25,33.654675,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-05T22:00:00Z,2019-12-05T23:00:00+01:00,pm25,35.20391,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-05T21:00:00Z,2019-12-05T22:00:00+01:00,pm25,34.416336,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-05T20:00:00Z,2019-12-05T21:00:00+01:00,pm25,31.68183,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-05T19:00:00Z,2019-12-05T20:00:00+01:00,pm25,30.116856,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-05T18:00:00Z,2019-12-05T19:00:00+01:00,pm25,25.22406,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-05T17:00:00Z,2019-12-05T18:00:00+01:00,pm25,24.82227,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-05T16:00:00Z,2019-12-05T17:00:00+01:00,pm25,23.44929,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-05T15:00:00Z,2019-12-05T16:00:00+01:00,pm25,22.17358,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-05T14:00:00Z,2019-12-05T15:00:00+01:00,pm25,18.18515,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-05T13:00:00Z,2019-12-05T14:00:00+01:00,pm25,18.880726,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-05T12:00:00Z,2019-12-05T13:00:00+01:00,pm25,21.25764,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-05T11:00:00Z,2019-12-05T12:00:00+01:00,pm25,20.98313,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-05T10:00:00Z,2019-12-05T11:00:00+01:00,pm25,20.04099,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-05T09:00:00Z,2019-12-05T10:00:00+01:00,pm25,20.496004,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-05T08:00:00Z,2019-12-05T09:00:00+01:00,pm25,21.90785,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-05T07:00:00Z,2019-12-05T08:00:00+01:00,pm25,21.12821,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-05T06:00:00Z,2019-12-05T07:00:00+01:00,pm25,18.48504,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-05T05:00:00Z,2019-12-05T06:00:00+01:00,pm25,18.355165,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-05T04:00:00Z,2019-12-05T05:00:00+01:00,pm25,17.94601,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-05T03:00:00Z,2019-12-05T04:00:00+01:00,pm25,19.16517,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-05T02:00:00Z,2019-12-05T03:00:00+01:00,pm25,23.29841,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-05T01:00:00Z,2019-12-05T02:00:00+01:00,pm25,23.088335,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-05T00:00:00Z,2019-12-05T01:00:00+01:00,pm25,22.36473,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-04T23:00:00Z,2019-12-05T00:00:00+01:00,pm25,23.553934,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-04T22:00:00Z,2019-12-04T23:00:00+01:00,pm25,27.24387,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-04T21:00:00Z,2019-12-04T22:00:00+01:00,pm25,27.967535,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-04T20:00:00Z,2019-12-04T21:00:00+01:00,pm25,30.44043,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-04T19:00:00Z,2019-12-04T20:00:00+01:00,pm25,30.28082,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-04T18:00:00Z,2019-12-04T19:00:00+01:00,pm25,29.77984,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-04T17:00:00Z,2019-12-04T18:00:00+01:00,pm25,30.326296,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-04T16:00:00Z,2019-12-04T17:00:00+01:00,pm25,32.15,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-04T15:00:00Z,2019-12-04T16:00:00+01:00,pm25,29.69943,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-04T14:00:00Z,2019-12-04T15:00:00+01:00,pm25,21.25858,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-04T13:00:00Z,2019-12-04T14:00:00+01:00,pm25,21.97713,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-04T12:00:00Z,2019-12-04T13:00:00+01:00,pm25,24.15728,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-04T11:00:00Z,2019-12-04T12:00:00+01:00,pm25,24.110195,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-04T10:00:00Z,2019-12-04T11:00:00+01:00,pm25,23.94989,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-04T09:00:00Z,2019-12-04T10:00:00+01:00,pm25,25.1792,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-04T08:00:00Z,2019-12-04T09:00:00+01:00,pm25,28.99358,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-04T07:00:00Z,2019-12-04T08:00:00+01:00,pm25,28.23324,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-04T06:00:00Z,2019-12-04T07:00:00+01:00,pm25,25.70487,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-04T05:00:00Z,2019-12-04T06:00:00+01:00,pm25,26.736315,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-04T04:00:00Z,2019-12-04T05:00:00+01:00,pm25,30.28907,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-04T03:00:00Z,2019-12-04T04:00:00+01:00,pm25,29.26261,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-04T02:00:00Z,2019-12-04T03:00:00+01:00,pm25,26.10158,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-04T01:00:00Z,2019-12-04T02:00:00+01:00,pm25,26.38026,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-04T00:00:00Z,2019-12-04T01:00:00+01:00,pm25,27.32505,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-03T23:00:00Z,2019-12-04T00:00:00+01:00,pm25,25.89998,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-03T22:00:00Z,2019-12-03T23:00:00+01:00,pm25,21.4782,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-03T21:00:00Z,2019-12-03T22:00:00+01:00,pm25,20.454966,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-03T20:00:00Z,2019-12-03T21:00:00+01:00,pm25,17.04007,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-03T19:00:00Z,2019-12-03T20:00:00+01:00,pm25,16.37022,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-03T18:00:00Z,2019-12-03T19:00:00+01:00,pm25,14.08122,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-03T17:00:00Z,2019-12-03T18:00:00+01:00,pm25,13.54426,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-03T16:00:00Z,2019-12-03T17:00:00+01:00,pm25,11.89067,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-03T15:00:00Z,2019-12-03T16:00:00+01:00,pm25,12.30181,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-03T14:00:00Z,2019-12-03T15:00:00+01:00,pm25,13.69567,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-03T13:00:00Z,2019-12-03T14:00:00+01:00,pm25,15.56054,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-03T12:00:00Z,2019-12-03T13:00:00+01:00,pm25,21.32566,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-03T11:00:00Z,2019-12-03T12:00:00+01:00,pm25,21.165255,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-03T10:00:00Z,2019-12-03T11:00:00+01:00,pm25,20.63186,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-03T09:00:00Z,2019-12-03T10:00:00+01:00,pm25,21.107824,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-03T08:00:00Z,2019-12-03T09:00:00+01:00,pm25,22.73429,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
HU0057A,Csongrád,HU,2019-12-03T07:00:00Z,2019-12-03T08:00:00+01:00,pm25,23.92287,µg/m³,46.2666139994637,20.153053,"[{""url"":""http://www.eea.europa.eu/themes/air/air-quality"",""name"":""EEA""}]"
