"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2005-01",100.5932,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2005-02",100.6443,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2005-03",100.681,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2005-04",100.703,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2005-05",100.7315,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2005-06",100.7888,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2005-07",100.8869,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2005-08",101.0024,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2005-09",101.1127,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2005-10",101.2099,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2005-11",101.2945,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2005-12",101.3734,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2006-01",101.4351,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2006-02",101.4675,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2006-03",101.4854,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2006-04",101.4865,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2006-05",101.4816,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2006-06",101.4807,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2006-07",101.4939,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2006-08",101.524,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2006-09",101.5801,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2006-10",101.6794,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2006-11",101.8033,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2006-12",101.9206,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2007-01",102.0185,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2007-02",102.0983,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2007-03",102.1717,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2007-04",102.2433,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2007-05",102.3079,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2007-06",102.3781,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2007-07",102.4583,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2007-08",102.5248,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2007-09",102.5582,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2007-10",102.5389,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2007-11",102.453,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2007-12",102.3196,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2008-01",102.1609,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2008-02",102.0033,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2008-03",101.8575,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2008-04",101.6676,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2008-05",101.3859,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2008-06",100.9666,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2008-07",100.3951,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2008-08",99.6881,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2008-09",98.90643,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2008-10",98.15166,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2008-11",97.51004,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2008-12",97.02617,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2009-01",96.70907,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2009-02",96.54691,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2009-03",96.52784,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2009-04",96.62266,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2009-05",96.81019,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2009-06",97.05548,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2009-07",97.33563,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2009-08",97.62376,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2009-09",97.90114,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2009-10",98.15874,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2009-11",98.37777,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2009-12",98.55261,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2010-01",98.68619,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2010-02",98.77599,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2010-03",98.84745,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2010-04",98.9299,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2010-05",99.04684,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2010-06",99.20413,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2010-07",99.40041,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2010-08",99.62029,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2010-09",99.85529,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2010-10",100.0942,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2010-11",100.3157,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2010-12",100.5029,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2011-01",100.6363,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2011-02",100.706,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2011-03",100.7147,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2011-04",100.6718,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2011-05",100.5955,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2011-06",100.519,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2011-07",100.457,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2011-08",100.4154,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2011-09",100.4099,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2011-10",100.4486,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2011-11",100.5174,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2011-12",100.5866,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2012-01",100.6312,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2012-02",100.6321,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2012-03",100.5864,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2012-04",100.5134,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2012-05",100.4387,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2012-06",100.3831,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2012-07",100.3565,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2012-08",100.3463,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2012-09",100.3419,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2012-10",100.3444,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2012-11",100.3441,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2012-12",100.3361,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2013-01",100.3183,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2013-02",100.2854,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2013-03",100.2435,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2013-04",100.2106,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2013-05",100.2224,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2013-06",100.3016,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2013-07",100.4297,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2013-08",100.6014,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2013-09",100.8044,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2013-10",101.0254,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2013-11",101.2394,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2013-12",101.4019,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2014-01",101.4786,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2014-02",101.4595,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2014-03",101.356,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2014-04",101.1945,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2014-05",101.0074,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2014-06",100.8203,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2014-07",100.6476,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2014-08",100.4893,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2014-09",100.3445,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2014-10",100.1993,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2014-11",100.0445,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2014-12",99.87802,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2015-01",99.70917,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2015-02",99.55408,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2015-03",99.41495,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2015-04",99.28902,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2015-05",99.18793,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2015-06",99.11728,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2015-07",99.08061,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2015-08",99.07053,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2015-09",99.07345,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2015-10",99.07864,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2015-11",99.06844,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2015-12",99.04448,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2016-01",99.01813,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2016-02",99.00278,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2016-03",98.9996,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2016-04",98.99122,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2016-05",98.97212,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2016-06",98.95337,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2016-07",98.96447,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2016-08",99.02461,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2016-09",99.13696,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2016-10",99.2995,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2016-11",99.49386,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2016-12",99.69464,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2017-01",99.8596,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2017-02",99.95936,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2017-03",99.9976,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2017-04",99.99588,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2017-05",99.9857,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2017-06",100.0021,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2017-07",100.0597,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2017-08",100.1513,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2017-09",100.2731,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2017-10",100.4242,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2017-11",100.5855,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2017-12",100.7338,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2018-01",100.8536,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2018-02",100.9268,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2018-03",100.9639,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2018-04",100.9599,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2018-05",100.9252,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2018-06",100.8781,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2018-07",100.8453,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2018-08",100.8244,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2018-09",100.8087,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2018-10",100.8048,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2018-11",100.7851,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2018-12",100.7535,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2019-01",100.6912,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2019-02",100.5871,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2019-03",100.4506,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2019-04",100.2881,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2019-05",100.1223,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2019-06",99.9739,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2019-07",99.85474,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2019-08",99.76818,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2019-09",99.71752,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2019-10",99.71083,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2019-11",99.73755,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2019-12",99.77126,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2020-01",99.78513,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2020-02",99.76713,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2020-03",93.57027,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2020-04",95.99049,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2020-05",97.32572,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2020-06",97.71813,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2020-07",98.04457,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2020-08",98.2541,
"NOR","CLI","AMPLITUD","LTRENDIDX","M","2020-09",98.36129,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2005-01",98.82571,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2005-02",98.94811,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2005-03",99.12737,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2005-04",99.36867,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2005-05",99.65527,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2005-06",99.9954,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2005-07",100.3771,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2005-08",100.7743,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2005-09",101.1547,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2005-10",101.4771,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2005-11",101.7552,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2005-12",102.0051,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2006-01",102.2389,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2006-02",102.4536,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2006-03",102.6267,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2006-04",102.7247,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2006-05",102.7433,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2006-06",102.6868,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2006-07",102.5861,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2006-08",102.4383,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2006-09",102.2647,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2006-10",102.089,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2006-11",101.93,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2006-12",101.798,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2007-01",101.701,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2007-02",101.6297,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2007-03",101.5962,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2007-04",101.6183,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2007-05",101.698,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2007-06",101.7949,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2007-07",101.8718,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2007-08",101.9152,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2007-09",101.9529,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2007-10",102.0354,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2007-11",102.1881,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2007-12",102.3851,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2008-01",102.5489,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2008-02",102.5931,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2008-03",102.4713,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2008-04",102.2022,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2008-05",101.7873,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2008-06",101.2274,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2008-07",100.5268,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2008-08",99.67123,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2008-09",98.68142,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2008-10",97.59521,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2008-11",96.50854,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2008-12",95.56458,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2009-01",94.87712,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2009-02",94.48504,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2009-03",94.39121,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2009-04",94.56285,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2009-05",94.97264,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2009-06",95.5555,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2009-07",96.23874,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2009-08",96.94856,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2009-09",97.63146,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2009-10",98.25406,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2009-11",98.80515,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2009-12",99.2915,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2010-01",99.71318,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2010-02",100.0937,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2010-03",100.4418,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2010-04",100.7504,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2010-05",101.0183,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2010-06",101.2387,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2010-07",101.4225,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2010-08",101.5723,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2010-09",101.6909,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2010-10",101.7904,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2010-11",101.87,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2010-12",101.9109,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2011-01",101.8963,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2011-02",101.8097,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2011-03",101.6492,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2011-04",101.423,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2011-05",101.1234,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2011-06",100.7825,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2011-07",100.4442,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2011-08",100.142,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2011-09",99.89894,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2011-10",99.72762,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2011-11",99.60839,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2011-12",99.50693,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2012-01",99.39456,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2012-02",99.25407,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2012-03",99.08721,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2012-04",98.90443,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2012-05",98.73997,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2012-06",98.63347,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2012-07",98.60096,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2012-08",98.63288,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2012-09",98.70731,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2012-10",98.78947,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2012-11",98.82662,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2012-12",98.78955,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2013-01",98.68645,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2013-02",98.53268,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2013-03",98.37966,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2013-04",98.26775,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2013-05",98.23777,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2013-06",98.30829,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2013-07",98.45247,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2013-08",98.64693,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2013-09",98.86419,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2013-10",99.08932,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2013-11",99.32375,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2013-12",99.56757,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2014-01",99.80349,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2014-02",100.02,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2014-03",100.1817,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2014-04",100.258,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2014-05",100.2293,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2014-06",100.124,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2014-07",99.98076,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2014-08",99.83716,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2014-09",99.72843,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2014-10",99.66653,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2014-11",99.64632,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2014-12",99.66262,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2015-01",99.71333,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2015-02",99.79766,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2015-03",99.89851,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2015-04",99.99503,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2015-05",100.0621,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2015-06",100.1141,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2015-07",100.1492,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2015-08",100.1646,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2015-09",100.1627,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2015-10",100.1339,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2015-11",100.0842,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2015-12",100.021,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2016-01",99.98326,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2016-02",99.99526,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2016-03",100.0573,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2016-04",100.143,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2016-05",100.2076,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2016-06",100.2164,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2016-07",100.172,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2016-08",100.1207,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2016-09",100.1244,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2016-10",100.2147,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2016-11",100.3848,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2016-12",100.5928,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2017-01",100.767,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2017-02",100.8669,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2017-03",100.8896,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2017-04",100.8688,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2017-05",100.8357,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2017-06",100.8143,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2017-07",100.8177,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2017-08",100.8513,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2017-09",100.8971,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2017-10",100.9428,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2017-11",100.9974,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2017-12",101.0745,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2018-01",101.1569,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2018-02",101.2226,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2018-03",101.2567,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2018-04",101.2661,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2018-05",101.2544,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2018-06",101.2199,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2018-07",101.1481,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2018-08",101.0547,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2018-09",100.9578,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2018-10",100.8845,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2018-11",100.8507,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2018-12",100.8505,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2019-01",100.8552,
