"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-02",101.0589,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-03",100.7869,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-04",100.4949,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-05",100.1988,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-06",99.91817,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-07",99.67333,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-08",99.47962,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-09",99.34866,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-10",99.28603,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-11",99.29575,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-12",99.3776,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-01",99.52751,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-02",99.73869,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-03",100.0017,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-04",100.3055,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-05",100.6352,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-06",100.9762,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-07",101.3168,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-08",101.6463,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-09",101.9562,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-10",102.2392,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-11",102.489,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-12",102.7009,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-01",102.8727,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-02",103.0035,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-03",103.0955,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-04",103.1521,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-05",103.1753,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-06",103.17,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-07",103.1392,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-08",103.0844,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-09",103.0059,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-10",102.9051,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-11",102.7821,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-12",102.6373,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-01",102.4717,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-02",102.2882,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-03",102.0897,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-04",101.8792,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-05",101.6572,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-06",101.4278,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-07",101.1948,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-08",100.963,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-09",100.7375,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-10",100.5227,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-11",100.3203,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-12",100.1318,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-01",99.95798,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-02",99.79748,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-03",99.64867,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-04",99.51109,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-05",99.38459,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-06",99.26965,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-07",99.16584,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-08",99.07246,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-09",98.98805,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-10",98.91061,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-11",98.83857,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-12",98.77026,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-01",98.70464,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-02",98.64104,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-03",98.58105,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-04",98.5265,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-05",98.47889,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-06",98.44115,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-07",98.41831,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-08",98.4169,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-09",98.43788,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-10",98.48489,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-11",98.55679,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-12",98.65042,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-01",98.76778,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-02",98.90848,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-03",99.07049,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-04",99.25061,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-05",99.44132,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-06",99.63309,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-07",99.81979,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-08",99.99403,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-09",100.1485,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-10",100.2819,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-11",100.3921,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-12",100.4762,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-01",100.5361,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-02",100.5706,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-03",100.5829,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-04",100.5778,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-05",100.5589,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-06",100.5275,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-07",100.4855,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-08",100.434,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-09",100.3738,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-10",100.3043,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-11",100.2233,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-12",100.1307,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-01",100.0262,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-02",99.90977,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-03",99.78246,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-04",99.64375,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-05",99.49368,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-06",99.33553,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-07",99.17342,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-08",99.01379,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-09",98.86545,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-10",98.73821,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-11",98.64176,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-12",98.585,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-01",98.57334,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-02",98.60854,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-03",98.68796,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-04",98.8063,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-05",98.95705,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-06",99.13361,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-07",99.32903,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-08",99.53608,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-09",99.74783,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-10",99.95789,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-11",100.1601,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-12",100.3485,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2018-01",100.5182,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2018-02",100.6644,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2018-03",100.7842,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2018-04",100.8751,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2018-05",100.9341,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2018-06",100.9602,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2018-07",100.9538,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2018-08",100.9171,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2018-09",100.8535,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2018-10",100.7686,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2018-11",100.6689,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2018-12",100.5604,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2019-01",100.4485,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2019-02",100.3382,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2019-03",100.2341,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2019-04",100.1403,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2019-05",100.0585,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2019-06",99.99065,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2019-07",99.93989,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2019-08",99.90866,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2019-09",99.89874,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2019-10",99.9102,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2019-11",99.94147,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2019-12",99.99025,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2020-01",100.056,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2020-02",100.1383,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2020-03",90.45082,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2020-04",73.29612,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2020-05",85.45107,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2020-06",91.6367,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2020-07",94.71013,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2020-08",96.34439,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2020-09",96.48195,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2020-10",96.62019,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2005-01",100.1115,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2005-02",100.0597,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2005-03",99.98251,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2005-04",99.89413,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2005-05",99.82027,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2005-06",99.77216,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2005-07",99.75348,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2005-08",99.77114,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2005-09",99.8401,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2005-10",99.9604,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2005-11",100.1128,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2005-12",100.2617,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2006-01",100.368,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2006-02",100.4141,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2006-03",100.4075,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2006-04",100.3585,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2006-05",100.274,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2006-06",100.1888,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2006-07",100.1179,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2006-08",100.0768,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2006-09",100.0755,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2006-10",100.1287,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2006-11",100.2329,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2006-12",100.3636,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2007-01",100.4776,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2007-02",100.5706,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2007-03",100.6439,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2007-04",100.6965,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2007-05",100.7192,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2007-06",100.7108,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2007-07",100.673,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2007-08",100.6082,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2007-09",100.5224,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2007-10",100.4157,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2007-11",100.2979,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2007-12",100.1862,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2008-01",100.1076,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2008-02",100.0548,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2008-03",99.99825,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2008-04",99.91119,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2008-05",99.75019,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2008-06",99.46886,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2008-07",99.04063,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2008-08",98.4538,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2008-09",97.73653,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2008-10",96.9705,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2008-11",96.2707,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2008-12",95.73836,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2009-01",95.45873,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2009-02",95.45344,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2009-03",95.71635,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2009-04",96.21642,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2009-05",96.8775,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2009-06",97.63799,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2009-07",98.43128,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2009-08",99.18248,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2009-09",99.83753,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2009-10",100.3747,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2009-11",100.8053,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2009-12",101.1561,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2010-01",101.4295,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2010-02",101.6174,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2010-03",101.7167,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2010-04",101.7129,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2010-05",101.6176,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2010-06",101.4591,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2010-07",101.2974,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2010-08",101.1878,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2010-09",101.1563,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2010-10",101.1969,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2010-11",101.2799,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2010-12",101.3686,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2011-01",101.4106,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2011-02",101.3502,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2011-03",101.1752,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2011-04",100.9129,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2011-05",100.5995,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2011-06",100.2929,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2011-07",100.0246,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2011-08",99.80825,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2011-09",99.65753,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2011-10",99.56402,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2011-11",99.524,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2011-12",99.51846,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2012-01",99.52868,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2012-02",99.52937,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2012-03",99.50653,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2012-04",99.4485,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2012-05",99.36366,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2012-06",99.2687,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2012-07",99.18642,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2012-08",99.13226,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2012-09",99.1089,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2012-10",99.10891,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2012-11",99.14046,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2012-12",99.20106,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2013-01",99.27789,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2013-02",99.34443,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2013-03",99.38682,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2013-04",99.42254,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2013-05",99.48952,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2013-06",99.59724,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2013-07",99.73971,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2013-08",99.90135,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2013-09",100.0505,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2013-10",100.161,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2013-11",100.2259,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2013-12",100.2514,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2014-01",100.2683,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2014-02",100.303,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2014-03",100.3544,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2014-04",100.4169,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2014-05",100.4856,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2014-06",100.5501,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2014-07",100.5962,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2014-08",100.6058,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2014-09",100.566,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2014-10",100.4757,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2014-11",100.3496,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2014-12",100.1968,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2015-01",100.0191,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2015-02",99.84354,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2015-03",99.69556,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2015-04",99.57697,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2015-05",99.48016,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2015-06",99.37946,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2015-07",99.25282,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2015-08",99.10078,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2015-09",98.94291,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2015-10",98.79855,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2015-11",98.67599,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2015-12",98.57932,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2016-01",98.5304,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2016-02",98.55315,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2016-03",98.65236,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2016-04",98.80406,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2016-05",98.98846,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2016-06",99.18877,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2016-07",99.39206,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2016-08",99.58994,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2016-09",99.79025,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2016-10",99.99794,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2016-11",100.2184,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2016-12",100.4271,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2017-01",100.5938,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2017-02",100.7101,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2017-03",100.7777,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2017-04",100.8152,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2017-05",100.8412,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2017-06",100.8664,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2017-07",100.9033,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2017-08",100.9597,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2017-09",101.0158,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2017-10",101.0619,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2017-11",101.0829,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2017-12",101.0546,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2018-01",100.9626,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2018-02",100.8371,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2018-03",100.7086,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2018-04",100.5902,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2018-05",100.4926,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2018-06",100.3924,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2018-07",100.2652,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2018-08",100.1003,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2018-09",99.88805,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2018-10",99.63384,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2018-11",99.36285,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2018-12",99.10868,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2019-01",98.91543,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2019-02",98.78029,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2019-03",98.68768,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2019-04",98.60895,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2019-05",98.53929,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2019-06",98.46539,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2019-07",98.38298,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2019-08",98.29981,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2019-09",98.23299,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2019-10",98.19882,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2019-11",98.21867,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2019-12",98.31078,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2020-01",98.49751,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2020-02",98.76866,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2020-03",96.9592,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2020-04",95.99264,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2020-05",97.09084,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2020-06",98.28642,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2020-07",98.83039,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2020-08",99.22932,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2020-09",99.51818,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2020-10",99.66143,
