,Avg
0,86.03931666666666
1,100.01069166666667
2,83.01309166666665
3,82.619475
4,93.1718
5,74.6761
6,86.37595
7,94.25194166666667
8,99.69753333333335
9,101.51975833333334
10,91.86242499999999
11,80.944075
12,87.30151666666666
13,90.40818333333334
14,95.76473333333331
15,93.89044166666666
16,97.87341666666667
17,92.13525833333334
18,86.60888333333334
19,78.205875
20,98.85348333333332
21,93.82839166666666
22,87.70777499999998
23,83.6794
24,102.19133333333332
25,86.11242500000002
