,Avg
0,84.803275
1,76.37036833333333
2,83.76697166666666
3,94.728335
4,89.78499000000001
5,86.47467499999999
6,87.57958083333334
7,93.98181416666667
8,83.4337925
9,81.14236
10,79.5375775
11,71.86685250000001
12,84.31582916666666
13,80.83398000000001
14,84.422875
15,93.86046416666665
16,90.93361916666667
17,90.1776425
18,78.05367916666667
19,98.27754083333333
20,95.91693416666668
21,85.26950833333333
22,100.84871166666666
23,80.60858583333334
24,87.51899833333334
25,88.0315475
