,Avg
0,23.658058333333333
1,23.555575000000005
2,23.463391666666666
3,23.772358333333333
4,23.633400000000005
5,23.27763333333333
6,23.91509166666667
7,24.025283333333334
8,23.223716666666665
9,23.568825
10,23.96025
11,24.087458333333334
12,24.18301666666667
13,24.19294166666666
14,24.17628333333333
15,24.04225
16,23.941324999999996
17,23.943166666666666
18,24.265775
19,23.82813333333333
20,24.062741666666668
21,24.161325
22,24.056725
23,24.0968
24,24.542558333333332
25,24.60235833333333
