,Avg
0,59.129025000000006
1,72.88495833333333
2,74.29596666666667
3,79.627775
4,72.82951666666666
5,70.70507500000001
6,66.08849166666667
7,67.68672500000001
8,82.339075
9,79.69064999999999
10,74.825625
11,78.31677499999999
12,59.794075
13,65.65230000000001
14,56.16666666666668
15,68.37119166666668
16,69.71705833333334
17,77.79785833333334
18,66.50951666666667
19,69.48429166666666
20,59.784
21,72.03486666666667
22,78.36311666666667
23,76.77444166666668
24,58.44833333333333
25,67.98076666666667
