,Country,Year,Corruption,ForestArea,PopDense,Renewables,AFF,CO2,EnergyCons,BirthRate,Lexpectancy,DrinkingWater,Sanitation,PopTotal,ForeignInvest,Labor,EmployRatio,Trade,Vulnerable,AirFreight,Aquaculture,Temp,Rainfall,Label,PM2.5
159,Iraq,2007,-1.460476995,1.886274815,63.81610107,2.032616854,4.929498196,2.2269032,909.175293,33.68099976,68.12999725,87.14620209,77.61013031,27911248,1.031530619,6673745,41.62599945,74.09284973,38.33099747,11.71864414,15810,22.22970772,13.91772175,High,6
160,Iraq,2008,-1.462249994,1.886274815,64.90099335,1.185129404,3.847780228,3.281546116,968.350708,33.55799866,68.19000244,88.08563995,79.2078476,28385746,0.587961733,7101683,42.96099854,81.05554199,38.36399841,11.71864414,19246,22.35170555,17.86167336,High,13
161,Iraq,2009,-1.326993942,1.899521112,66.7092514,1.237633944,5.229933262,3.608379602,1137.034424,33.4640007,68.33999634,89.02320099,80.81573486,28973162,1.093876004,7524199,42.98300171,78.68737793,37.6609993,11.71864414,18732,22.25159454,12.63210583,High,24
162,Iraq,2010,-1.258810043,1.899521112,68.47940826,1.709637046,5.162283421,3.772295713,1261.220459,33.34899902,68.56700134,89.97400665,82.44368744,29741976,1.409960032,7953549,42.93899918,73.4974823,37.51700211,11.71864414,20320,22.41184235,9.016103745,High,49
163,Iraq,2011,-1.170654058,1.899521112,70.74346161,1.074336529,4.563773632,4.453347683,1335.738403,33.15200043,68.84799957,90.92861938,84.08648682,30725300,1.431387901,8179143,42.86500168,72.17132568,37.22200012,14.5213728,16290,22.32953835,13.17151546,High,38
164,Iraq,2012,-1.217340946,1.899521112,73.42514801,1.263874412,4.124271393,4.84310627,1438.175659,32.83399963,69.14800262,91.87715149,85.73774719,31890012,1.007964969,8402958,42.55599976,73.54898071,36.97200012,15.33562851,25040,23.85635757,11.35259342,High,19
165,Iraq,2013,-1.277740002,1.90036118,76.37620544,1.368783951,4.768217564,4.994796753,1488.561768,32.37799835,69.43699646,92.81964874,87.39736176,33157050,1.120863438,8664860,42.45199966,75.68772125,36.26800156,10.61911201,14060,21.86310005,13.98966885,High,21
166,Iraq,2014,-1.333757997,1.90036118,79.26683044,0.912104666,4.897999763,4.842168808,1437.900513,31.79100037,69.69999695,93.75628662,89.06535339,34411952,1.559625983,8894655,42.6590004,78.28735352,35.68700027,10.61911201,26625,22.62077141,13.68497276,High,26
167,Iraq,2015,-1.368878961,1.90036118,81.93956757,0.798830748,4.806299686,4.702368259,1437.900513,31.10899925,69.92900085,94.68708038,90.74159241,35572260,2.186846733,9217796,42.81900024,75.84282684,35.52999878,1.21820271,24803,22.14698982,15.45421505,High,29
168,Iraq,2016,-1.386965036,1.90036118,84.3314209,0.798830748,3.799999952,5.191404819,1437.900513,30.38800049,70.12200165,95.61297607,92.4269104,36610632,2.037857771,9619604,42.81900024,75.84282684,35.52999878,0.951966405,28835,22.76655006,12.89043045,High,29
169,Iraq,2017,-1.372151017,1.90036118,86.50163269,0.798830748,3.299999952,5.191404819,1437.900513,29.69300079,70.29399872,96.53347778,94.12102509,37552780,1.846078873,9983673,42.81900024,75.84282684,35.52999878,15.58785725,28835,23.00519943,11.21196365,High,20
170,Iraq,2018,-1.399580956,1.90036118,88.53057098,0.798830748,2,5.191404819,1437.900513,29.07500076,70.45400238,96.53347778,94.12102509,38433600,0.085369907,10234985,42.81900024,75.84282684,35.52999878,16.19931793,28835,22.93379211,16.40450287,High,12
171,Kuwait,2000,0.59060061,0.272166103,114.7656021,0,0.355219841,26.18923187,9151.980469,22.81699944,73.14199829,100,100,2045123,0.227676645,873726,66.71800232,86.62057495,2.294999838,243.0910034,376,26.5316925,8.588434219,High,59
172,Kuwait,2001,0.802637458,0.280022442,118.0292892,0,0.446728975,27.40553665,9497.433594,22.29400063,73.20999908,100,100,2103282,0.239924744,935265,66.5059967,86.84235382,2.274000168,226.3320007,195,26.6319828,13.31187534,High,50
173,Kuwait,2002,1.014094949,0.287878782,119.9212646,0,0.516824841,27.24771881,9612.830078,21.77000046,73.27999878,100,100,2136997,0.043222032,987617,66.44200134,81.22519684,2.255999804,254.302002,195,26.06421661,8.173171043,High,117
174,Kuwait,2003,0.79912591,0.295735121,121.3033676,0,0.454889536,27.72100639,10131.44727,21.36499977,73.35500336,100,100,2161626,-0.319615394,1018375,66.7460022,86.55638885,2.238000154,219.4830017,366,26.5514164,10.19024944,High,29
175,Kuwait,2004,0.786468685,0.30359146,123.4843979,0,0.404756606,28.87283516,10619.66211,21.10300064,73.43900299,100,100,2200492,0.009490495,1045140,66.85700226,89.29611206,2.195000172,226.9299927,375,26.27472496,11.20610809,High,26
176,Kuwait,2005,0.507471919,0.311447829,127.3960724,0,0.301358014,31.51568222,11576.82715,20.96199989,73.53800201,100,100,2270198,-0.140178218,1073514,67.18099976,92.24346161,2.148000002,241.6230011,327,26.2796669,10.68257713,High,40
177,Kuwait,2006,0.433032602,0.319304168,133.2026978,0,0.236515716,31.07802582,10811.57715,20.87800026,73.66000366,100,100,2373672,0.039961182,1106829,67.46700287,89.71157074,2.118999958,239.2070007,568,26.07144165,13.20339584,High,33
178,Kuwait,2007,0.370585889,0.327160478,140.517334,0,0.213317126,30.04603386,10489.04004,20.75099945,73.80699921,100,100,2504019,0.289492637,1154659,67.38999939,91.73137665,2.082000017,266.3370056,348,25.91740036,12.88593102,High,45
179,Kuwait,2008,0.420185596,0.335016817,149.046524,0,0.160021007,31.14868546,10810.81055,20.50900078,73.97599792,100,100,2656009,0.119453289,1216232,67.52400208,92.68299103,2.04700017,279.7399902,291.2149963,26.2072258,11.20783806,High,44
180,Kuwait,2009,0.3093611,0.342873186,158.3078003,0,0.26232776,30.94737434,11134.24219,20.12899971,74.16200256,100,100,2821045,0.097291194,1292607,68.25800323,88.8640976,2.026000023,281.2149963,272,26.19727516,8.427207947,High,33
181,Kuwait,2010,0.302228808,0.350729525,167.8947296,0,0.451341033,29.95609093,10721.48535,19.61000061,74.35800171,100,100,2991884,-0.004037938,1383946,68.73999786,97.0280304,1.998000026,335.0994568,310,26.24634171,4.430551052,High,209
182,Kuwait,2011,0.086252801,0.350729525,177.7811432,0,0.438823402,27.3538208,10221.17676,18.97200012,74.55000305,100,100,3168060,1.051547527,1493248,67.69599915,99.11647797,1.985000014,277.5440674,319,26.33595848,7.664022446,High,131
183,Kuwait,2012,-0.190458104,0.350729525,187.926651,0,0.35979417,30.01509476,11105.97754,18.26499939,74.72799683,100,100,3348853,1.130339861,1611890,67.90100098,101.0114517,1.95599997,267.2539978,309,27.41465759,4.23115921,High,70
184,Kuwait,2013,-0.188342303,0.350729525,197.8886719,0,0.35511753,26.88916016,9906.516602,17.53700066,74.88500214,100,100,3526376,2.115899324,1729663,68.09300232,97.60670471,1.930000067,245.9689941,303,25.95680809,6.938776493,High,165
185,Kuwait,2014,-0.240322903,0.350729525,207.1235199,0,0.450686932,23.94268417,9178.885742,16.80699921,75.01899719,100,100,3690941,1.650249124,1856503,68.50499725,100.0369415,1.909999967,267.877594,297,26.33197594,8.647331238,High,40
186,Kuwait,2015,-0.225096703,0.350729525,215.240799,0,0.537517428,24.24244881,9178.885742,16.08600044,75.12999725,100,100,3835591,0.823163211,1985038,68.91400146,98.69985962,1.896000028,216.3350067,262,25.66760063,6.234397411,High,208
187,Kuwait,2016,-0.268207401,0.350729525,222.0468597,0,0.518216252,24.95251274,9178.885742,15.36900043,75.22399902,100,100,3956875,0.298716366,2100763,68.91400146,98.69985962,1.896000028,223.0054474,196.1600037,26.32895088,7.742440224,High,47
188,Kuwait,2017,-0.331508785,0.350729525,227.6149902,0,0.525259137,24.95251274,9178.885742,14.65100002,75.31099701,100,100,4056099,0.248454511,2194085,68.91400146,98.69985962,1.896000028,309.8648987,196.1600037,26.80315018,7.486699104,High,37
189,Kuwait,2018,-0.289451689,0.350729525,232.1723938,0,0.439318269,24.95251274,9178.885742,13.93900013,75.39800262,100,100,4137312,0.263295025,2229107,68.91400146,98.69985962,1.896000028,392.3630676,196.1600037,26.8527832,9.997615814,High,117
190,Luxembourg,2000,2.04843998,35.6790123,179.5473175,6.85402298,0.622883976,18.8855114,7676.836914,13.10000038,77.87316895,100,97.71136475,436300,17.96712112,176475,52.11600113,271.9509583,3.40500021,3523.14209,281717.8125,9.660752296,86.67055511,Low,13
191,Luxembourg,2001,2.055892706,35.6790123,181.697525,3.433020592,0.595635295,19.93273354,7982.850586,12.39999962,77.8243866,100,97.70217133,441525,17.96712112,181748,51.86899948,271.3444519,2.827000141,3768.187012,311212.7188,10.23000908,85.69049072,Low,13
192,Luxembourg,2002,2.063324928,35.6790123,183.6111145,1.312854052,0.720095932,21.10574532,8204.726563,12,77.96585083,100,97.6953125,446175,17.96712112,188742,52.45299911,258.8431396,2.805000067,4157.515137,334341.5938,10.44135761,93.40814209,Low,14
193,Luxembourg,2003,1.692841053,35.6790123,185.8559723,1.27184701,0.503200173,21.93071175,8549.50293,11.69999981,77.72682953,100,97.68865967,451630,17.96712112,189068,51.23899841,254.101059,6.414999962,4347.780762,367408.0625,9.915734291,97.7831192,Low,48
194,Luxembourg,2004,1.844498992,35.6790123,188.5164642,1.362008929,0.55419755,24.59902573,9387.4375,11.89999962,79.12194824,100,97.68143463,458095,17.96712112,194924,51.33399963,281.2084045,5.382999897,4670.208008,432239.3438,10.33067322,91.16778564,Low,30
195,Luxembourg,2005,1.656579018,35.6790123,191.4230499,1.891072512,0.355382293,24.824646,9428.811523,11.5,79.43170929,100,97.67411041,465158,14.51790905,195020,52.3370018,297.7729797,5.22300005,5149.686035,496314.5938,10.20347595,63.68936539,Low,36
196,Luxembourg,2006,1.882663965,35.6790123,194.500824,2.092270374,0.339953512,24.01285744,9170.532227,11.69999981,79.28780365,100,97.66694641,472637,14.93325996,201394,52.66400146,320.5982666,5.220999718,5270.266113,551473.8125,9.696259499,75.32324982,Low,19
197,Luxembourg,2007,1.971465945,35.6790123,197.5279846,3.635015011,0.408863962,22.95728302,8773.896484,11.39999962,79.38292694,100,97.65996552,479993,12.43666267,207425,52.72600174,332.5048523,4.291999817,5512.270996,623586.9375,9.970122337,68.22817993,Low,17
198,Luxembourg,2008,1.971971989,35.6790123,201.0905304,3.966352224,0.312235594,22.38547134,8612.233398,11.5,80.53902435,100,97.65312958,488650,75.96383667,213162,52.22299957,343.5618286,4.09800005,5357.932129,736559.1875,10.31249523,77.87298584,Low,19
199,Luxembourg,2009,1.973333001,35.6790123,204.8489685,3.737162352,0.253276974,20.87712479,7951.724121,11.30000019,80.63658905,100,97.646492,497783,-58.32287979,215802,54.34500122,295.9728088,5.915999889,8369.21875,800790.8125,10.46497726,88.76432037,Low,10
200,Luxembourg,2010,2.046461105,35.6790123,208.6226349,3.659682989,0.247223511,21.63513565,8329.478516,11.60000038,80.63170624,100,97.64000702,506953,12.74333572,220410,54.49700165,316.1614075,4.967000008,4573.108887,922490.5,9.932312012,83.12602234,Low,19
201,Luxembourg,2011,2.159843922,35.6790123,213.3115234,3.733295918,0.252350032,21.01807594,8056.404297,10.89999962,80.98780823,100,97.63368225,518347,53.05599594,234318,54.06600189,323.4496155,5.920000076,4653.873047,1043024,10.05273151,79.63444519,Low,5
202,Luxembourg,2012,2.122711897,35.6790123,218.4962921,4.147856712,0.359339088,19.9529953,7722.19043,11.30000019,81.39268494,99.98719788,97.62758636,530946,73.53262329,237903,55.03300095,341.86203,5.725999832,4402.974121,1209757.625,8.782547951,81.40714264,Low,20
203,Luxembourg,2013,2.123356104,35.6790123,223.6049347,5.723199368,0.276884347,18.49831963,7312.153809,11.30000019,81.80000305,99.96524811,97.62175751,543360,14.73745728,243419,54.87799835,349.2419434,6.191999912,5224.838867,1461166.875,10.61486912,66.6163559,Low,44
204,Luxembourg,2014,2.073182106,35.6790123,228.9378662,6.883232117,0.291163951,17.36871338,6861.106445,10.89999962,82.22927094,99.94460297,97.61614227,556319,252.3081055,255227,55.5719986,382.2914734,6.339999676,5753.111816,1564453.25,9.867218018,83.83477783,Low,25
205,Luxembourg,2015,2.096687078,35.6790123,234.4049377,9.031313896,0.225689381,16.24258423,6548.405762,10.69999981,82.29268646,99.9251709,97.61074066,569604,16.97650909,263259,55.40399933,410.1716309,6.205999851,6309.473145,1673764.875,9.352688789,79.95925903,Low,38
206,Luxembourg,2016,2.096853971,35.6790123,239.5119324,9.031313896,0.214049429,15.44261265,6548.405762,10.39999962,82.68536377,99.90686798,97.60554504,582014,-15.88223171,273796,55.40399933,410.1716309,6.205999851,6877.761719,1776386.125,11.1258173,77.15124512,Low,39
207,Luxembourg,2017,1.985520005,35.6790123,245.4057617,9.031313896,0.244584933,15.44261265,6548.405762,10.39999962,82.09512329,99.88960266,97.60054016,596336,27.68996429,282755,55.40399933,410.1716309,6.205999851,7321.112305,1776386.125,10.55887413,67.73508453,Low,50
208,Luxembourg,2018,2.088052034,35.6790123,250.1851807,9.031313896,0.227202326,15.44261265,6548.405762,10.30000019,82.29512024,99.88960266,97.60054016,607950,45.80719757,281982,55.40399933,410.1716309,6.205999851,7323.039551,1776386.125,10.19571877,79.33097839,Low,10
209,Mongolia,2000,-0.309789002,7.542032719,1.543177009,5.713470936,27.42253113,3.13101387,999.6538086,19.30699921,62.86899948,61.81680679,47.95970917,2397418,1.68083632,898205,57.56900024,121.8866119,57.09499741,8.440999985,281717.8125,1.576045871,23.11773109,Low,10
210,Mongolia,2001,-0.158263803,7.489379406,1.557447433,6.074890137,22.96888733,3.258426666,997.9984131,19.00900078,63.31900024,63.36262512,48.62909698,2419588,2.874953032,918952,57.52099991,115.8183289,60.5,7.388000011,311212.7188,1.113065004,17.72904968,Low,27
211,Mongolia,2002,-0.0071526,7.436726093,1.572691798,6.500197887,18.9191246,3.391936541,1058.265381,18.96899986,63.77700043,64.89889526,49.2833519,2443271,4.723386765,943677,56.61100006,118.5172501,62.04700089,8.184000015,334341.5938,0.141174167,17.19536591,Low,4
212,Mongolia,2003,-0.201762095,7.384072304,1.589099884,6.079987049,18.43951797,3.25442338,1022.937805,19.1760006,64.23000336,66.42435455,49.9222374,2468762,3.391172647,967482,55.72800064,120.2993927,60.1289978,7.583000183,367408.0625,0.501670003,16.29989243,Low,0
213,Mongolia,2004,-0.398020089,7.331419468,1.606884241,5.744707108,20.02977562,3.425522566,1041.696167,19.6060009,64.67099762,67.93781281,50.76939774,2496391,5.570418835,992198,57.25,131.3293152,69.91000366,6.323999882,432239.3438,1.009723306,15.10056686,Low,4
214,Mongolia,2005,-0.610975921,7.278766155,1.626215935,5.321772575,19.79796028,3.389155865,1185.681763,20.23699951,65.10299683,69.43596649,51.60056305,2526424,8.242977142,1016899,57.29999924,122.3814621,66.81999969,6.068999767,496314.5938,0.062369999,21.70733833,Low,6
215,Mongolia,2006,-0.584639788,7.501635075,1.647091866,4.461787224,17.64367104,3.671505451,1331.883911,21.04100037,65.53800201,70.92046356,52.41695786,2558856,4.663498402,1039167,57.22800064,112.929985,63.5890007,6.340000153,551473.8125,1.259895802,14.56252384,Low,23
216,Mongolia,2007,-0.614851773,7.724503994,1.669597626,4.682483673,18.42796516,4.651220798,1376.434326,21.95800018,65.98500061,72.38970184,53.21772385,2593820,7.434995651,1063952,54.75799942,117.8804245,61.99899673,5.363999844,623586.9375,-0.189254999,16.31925011,Low,3
217,Mongolia,2008,-0.661201,7.947372437,1.694107771,4.628963947,19.21512413,4.574174404,1361.676636,22.91600037,66.4469986,73.84320831,54.00271225,2631898,7.189689636,1086986,55.74399948,121.1980133,58.31599808,5.927000046,736559.1875,0.982481658,16.18728828,Low,13
218,Mongolia,2009,-0.758660018,8.170241356,1.721076727,4.364887238,17.86443901,4.900220871,1392.461182,23.84300041,66.91600037,75.27755737,54.76992035,2673796,8.801886559,1107969,55.65999985,107.8137589,58.9659996,2.562000036,800790.8125,2.183323383,15.78510761,Low,5
219,Mongolia,2010,-0.735194206,8.393110275,1.750750542,4.348320484,11.73256302,5.08141613,1449.471558,24.66500092,67.37999725,76.69541168,55.52119446,2719896,15.02161503,1129526,55.15000153,103.350029,56.29999924,3.900820971,922490.5,1.187134147,17.63397789,Low,13
220,Mongolia,2011,-0.692097485,8.33049202,1.783234596,3.899355412,10.30735683,7.76058197,1557.017822,25.31800079,67.81800079,77.8236618,56.08603668,2770362,13.60448456,1151716,57.1780014,126.9992294,54.91600037,7.149497986,1043024,0.604938328,16.38871765,Low,9
221,Mongolia,2012,-0.535075128,8.267874718,1.818210483,2.847908735,11.25802422,12.41720104,1689.615479,25.77599907,68.21700287,78.80201721,56.55464172,2824699,23.52633667,1169399,57.08800125,109.588562,51.57500076,9.493611336,1209757.625,-0.369016677,18.90938377,Low,8
222,Mongolia,2013,-0.47922799,8.205257416,1.854960203,2.924524546,13.4140625,15.1386013,1825.009888,26.02599907,68.56600189,79.78898621,57.02669907,2881792,43.91211319,1207606,57.31900024,100.3119888,49.74700165,8.869308472,1461166.875,-0.130606666,17.08730507,Low,8
223,Mongolia,2014,-0.473792315,8.142640114,1.892497182,3.269842863,13.34122086,10.0788908,1828.103271,26.0529995,68.86299896,80.78406525,57.50190735,2940108,34.75598145,1212141,57.36800003,109.3223114,48.82000351,13.21171093,1564453.25,-0.79094249,20.02380753,Low,6
224,Mongolia,2015,-0.491625786,8.080022812,1.930043936,3.429737329,13.35614491,7.765857697,1828.103271,25.84900093,69.11100006,81.7881012,57.98078156,2998439,16.37007523,1237902,57.40499878,90.28701019,49.47000122,7.843988895,1673764.875,0.896825016,21.96630478,Low,7
225,Mongolia,2016,-0.487203002,8.017404556,1.967326045,3.429737329,11.68937969,8.300171852,1828.103271,25.42499924,69.32099915,82.80057526,58.46301651,3056359,2.762588263,1262326,57.40499878,90.28701019,49.47000122,8.022033691,1776386.125,1.07325089,17.29100609,Low,6
226,Mongolia,2017,-0.451712787,8.017404556,2.004286289,3.429737329,10.2789526,8.300171852,1828.103271,24.83300018,69.50900269,83.31311798,58.47939301,3113779,0.802747369,1279224,57.40499878,90.28701019,49.47000122,8.367360115,1776386.125,1.604061723,15.8146553,Low,8
227,Mongolia,2018,-0.427831799,8.017404556,2.040608644,3.429737329,10.78556156,8.300171852,1828.103271,24.13100052,69.68900299,83.31311798,58.47939301,3170208,-37.16564941,1268790,57.40499878,90.28701019,49.47000122,7.819001198,1776386.125,0.671702504,22.37449265,Low,3
228,Nepal,2000,-0.666683972,27.20613861,167.0115814,88.2845459,38.24389648,0.128201202,338.6524353,31.54700089,62.2879982,79.98706818,15.1242485,23941110,0.247611791,11543782,84.22299957,55.71059036,72.92300415,16.99699974,15023,12.69705296,125.7095261,High,8
229,Nepal,2001,-0.511881173,26.83780861,169.8437805,87.75650787,35.24766922,0.13419652,343.9661865,30.39800072,62.94499969,80.58892822,17.49453163,24347106,0.086418532,11794678,84.00900269,55.79986191,72.70199585,16.1779995,16570,12.98185635,128.2600098,High,45
230,Nepal,2002,-0.357501388,26.46948051,172.484314,89.94329834,36.15029526,0.10618829,342.4562378,29.23600006,63.56999969,81.14635468,19.86867714,24725628,-0.008824258,12011409,83.73500061,46.23071671,82.44499969,5.477000237,17100,12.49600506,122.8853378,High,81
231,Nepal,2003,-0.458296299,26.10115242,174.9624786,89.44287872,35.10587692,0.113310456,347.1560669,28.10499954,64.16500092,81.69851685,22.29927254,25080872,0.347091526,12231635,83.52999878,44.24788284,82.41799927,5.750999928,17680,12.79784679,114.2253113,High,19
232,Nepal,2004,-0.870962083,25.73282242,177.3236389,90.29701233,34.67635727,0.105021439,347.4699097,27.03700066,64.72899628,82.24532318,24.78597832,25419344,-0.098374866,12445975,83.26799774,46.14728546,82.36000061,6.730000019,20000,12.75257683,110.6995468,High,17
233,Nepal,2005,-0.743389487,25.36449242,179.5919037,89.51737976,33.82489777,0.119790517,354.7017822,26.06100082,65.26399994,82.78662872,27.32843971,25744500,0.233443618,12652191,82.9489975,44.06294632,82.14099884,6.93599987,22480,12.65362549,112.2254715,High,6
234,Nepal,2006,-0.693690419,25.36449242,181.8395081,91.25326538,32.3664856,0.098333649,350.2931213,25.19599915,65.77300262,83.32234955,29.92629814,26066692,-0.005737557,12846163,82.62200165,44.76198959,81.95800018,7.211999893,25409,12.89776516,108.2311325,High,11
235,Nepal,2007,-0.788317621,25.36449242,184.0431213,91.31227112,31.16441154,0.099102169,352.8104858,24.43400002,66.26000214,83.85242462,32.57933426,26382580,0.030156296,13027892,82.28399658,44.57927322,81.8239975,7.643000126,26679,12.7026062,84.4726181,High,17
236,Nepal,2008,-0.808657527,25.36449242,186.0242462,90.46893311,30.30571556,0.128299594,361.2641602,23.7670002,66.72699738,84.37664032,35.28700256,26666576,-0.073509432,13237636,81.91200256,46.03620529,81.50700378,7.232999802,27250,13.22795963,97.77136993,High,48
237,Nepal,2009,-0.702576399,25.36449242,187.537735,88.92708588,31.32265282,0.161228567,368.9500427,23.18899918,67.1780014,84.8948822,38.04891586,26883536,0.055606414,13426530,81.63700104,47.0794487,80.80699921,6.282000065,26730,12.96762943,99.5198822,High,14
238,Nepal,2010,-0.692481101,25.36449242,188.4423523,87.29244995,33.17937851,0.18719703,377.9855652,22.69199944,67.61100006,85.40703583,40.86467743,27013212,0.007932157,13604039,81.39700317,45.98490524,80.48300171,6.463516712,28230,12.70553207,111.2764053,High,26
239,Nepal,2011,-0.778935671,25.36449242,188.6392517,86.94551086,34.97915649,0.204630509,390.8243408,22.26199913,68.02799988,85.91303253,43.73400497,27041436,0.297715396,13865431,81.29599762,41.8282547,80.24399567,6.486565113,30950,13.35495281,86.28824615,High,86
240,Nepal,2012,-0.813007176,25.36449242,188.2794647,84.69734192,33.14799881,0.21697773,374.2975769,21.87899971,68.4260025,86.41293335,46.65691376,26989862,0.548294663,14152815,81.24299622,43.65820694,80.05500031,5.762374878,34500,13.39684963,101.1047363,High,29
241,Nepal,2013,-0.686954975,25.36449242,187.7775116,86.25309753,31.53460312,0.246574536,417.2874146,21.52300072,68.80599976,86.90636444,49.63253021,26917906,0.497114688,14545682,81.11799622,48.14599991,79.65599823,5.759868145,36020,12.68440628,141.6316681,High,9
242,Nepal,2014,-0.588242412,25.36449242,187.7009125,84.37478638,30.26714897,0.298463315,434.4492798,21.18000031,69.16799927,87.39326477,52.66065598,26906926,0.488006473,14972888,81.52400208,52.25519562,79.15900421,4.599599838,43400,12.62207317,111.4608002,High,16
243,Nepal,2015,-0.578047872,25.36449242,188.4550476,85.26396179,29.38294601,0.231435418,434.4492798,20.84399986,69.51499939,87.87332916,55.74051666,27015032,0.385264605,15417273,81.51999664,53.09526825,78.95600128,4.536371708,48000,12.42922592,114.4060669,High,17
244,Nepal,2016,-0.799911022,25.36449242,190.1718292,85.26396179,29.14919853,0.333997905,434.4492798,20.51499939,69.84799957,88.34640503,58.87172699,27261132,0.151993781,15851443,81.51999664,53.09526825,78.95600128,4.89508009,49043,12.4865694,44.13238144,High,10
245,Nepal,2017,-0.749578416,25.36449242,192.7249603,85.26396179,27.08113861,0.333997905,434.4492798,20.19599915,70.16899872,88.81224823,62.0535965,27627124,0.242380485,16260015,81.51999664,53.09526825,78.95600128,4.566839695,49043,12.47315979,111.0686493,High,45
246,Nepal,2018,-0.673725724,25.36449242,195.9391022,85.26396179,25.76390457,0.333997905,434.4492798,19.88699913,70.47799683,88.81224823,62.0535965,28087872,0.501592159,16689835,81.51999664,53.09526825,78.95600128,4.655766487,49043,13.25061703,115.3562546,High,57
247,Norway,2000,2.191577911,33.16413116,12.29580021,60.18812943,1.823015332,8.834015846,5826.077637,13.19999981,78.63414764,100,98.07193756,4490967,2.824150562,2377030,64.63700104,74.62175751,5.81400013,201.0420074,491329,1.02959919,94.25193787,Low,3.6145277
248,Norway,2001,2.180902958,33.15263367,12.35818005,59.60641098,1.588691711,9.284992218,5954.041992,12.60000038,78.78536224,100,98.07086945,4513751,4.175310135,2382060,64.41100311,73.26639557,5.698999882,184.9609985,510748,1.653049946,99.69753265,Low,6.452953
249,Norway,2002,2.170257092,33.14113235,12.42500687,59.49311447,1.520730615,8.378534317,5501.117676,12.19999981,78.98780823,100,98.06980133,4538159,4.863573551,2405966,64.41899872,67.64702606,5.934000015,184.8589935,551300,2.388385057,101.5197601,Low,5.796667
250,Norway,2003,2.067727089,33.12963486,12.49809742,56.25687027,1.308039427,9.906435966,5933.21582,12.39999962,79.39024353,100,98.06874847,4564855,1.833423257,2417320,63.05799866,66.58368683,6.010000229,174.548996,584422,1.071390033,91.86242676,Low,2.590333
251,Norway,2004,1.935271025,33.11813736,12.57217121,56.87160492,1.386467934,9.287466049,5769.32666,12.39999962,79.84146118,100,98.06780243,4591910,1.54118228,2439352,62.92900085,69.04899597,5.947999954,176.5850067,636802,1.781659961,80.94407654,Low,1.599
252,Norway,2005,2.010046005,33.10663605,12.65808964,58.59180832,1.40342629,9.179217339,5802.716309,12.30000019,80.04146576,100,98.06697845,4623291,1.827032089,2409440,62.56399918,70.8507843,5.925000191,176.5850067,661877,1.950955033,87.30151367,Low,2.9933333
253,Norway,2006,2.133687973,33.11211395,12.76044846,57.05968857,1.404447079,9.495835304,5833.773926,12.60000038,80.34390259,100,98.06614685,4660677,1.860546827,2422961,63.44800186,72.38867188,6.442000389,176.5850067,712373,2.003727436,90.40818024,Low,9.964652
254,Norway,2007,1.99258101,33.11758804,12.89317036,57.39006424,1.239866138,9.574850082,5862.217285,12.39999962,80.39511871,100,98.06529999,4709153,3.258192539,2431748,64.73200226,73.1576767,5.872000217,176.5850067,841560,2.118913412,95.76473236,Low,3.094167
255,Norway,2008,1.906427026,33.12306595,13.05486774,58.49373245,1.128000975,11.67958355,6752.708984,12.69999981,80.59268188,100,98.06442261,4768212,3.438643694,2465923,65.69599915,74.84007263,5.725999832,176.5850067,848359,2.411405802,93.89044189,Low,12.9195
256,Norway,2009,1.994784951,33.12854004,13.22054863,56.77092361,1.300318956,11.46182919,6484.118652,12.80000019,80.79512024,100,98.06355286,4828726,6.184783459,2522862,64.38999939,66.9798584,5.874000072,176.5850067,961839.8125,2.087669134,97.87341309,Low,14.561989
257,Norway,2010,2.085211039,33.13401413,13.38626289,56.42455673,1.568602324,10.10866833,6934.590332,12.60000038,80.99755859,100,98.06269836,4889252,4.448821068,2598720,63.38700104,68.19009399,5.565000057,176.5850067,1019802,2.207065821,92.13526154,Low,1.9845
258,Norway,2011,2.149326086,33.13949203,13.56103897,56.52932739,1.344656706,8.559143066,5649.697754,12.19999981,81.29512024,100,98.06163025,4953088,2.23364234,2599179,63.11999893,69.59683228,5.193999767,176.5850067,1143893,1.797332525,86.60888672,Low,6.755222
259,Norway,2012,2.25640893,33.14496613,13.7403307,58.2758522,1.127948761,8.866871834,5906.141113,12,81.45121765,100,98.06037903,5018573,5.041413307,2607926,63.25799942,68.11611176,5.174999714,176.5850067,1321119,-0.021654166,78.20587158,Low,2.8960555
260,Norway,2013,2.294475079,33.16142654,13.91208649,57.72594833,1.315306187,9.495203018,6415.990723,11.60000038,81.7512207,100,98.05914307,5079623,2.064088106,2626888,62.77700043,67.49320221,5.153999805,176.5850067,1247865,2.567151785,98.85348511,Low,1.816833
261,Norway,2014,2.226566076,33.16690445,14.06986618,57.1964035,1.442842484,9.328763962,5595.654785,11.5,82.09999847,100,98.05792236,5137232,5.371284485,2671604,62.4659996,68.56614685,5.318999767,176.5850067,1332497,1.175961614,93.82839203,Low,5.0059443
262,Norway,2015,2.24280405,33.17238235,14.21057224,57.77200317,1.537557602,9.099287033,5817.636719,11.30000019,82.30487823,100,98.05672455,5188607,-0.047696792,2699135,62.09999847,69.80965424,5.325999737,176.5850067,1380890,1.94767499,87.7077713,Low,13.743333
