Country,Year,Corruption,ForestArea,PopDense,Renewables,AFF,CO2,EnergyCons,BirthRate,Lexpectancy,DrinkingWater,Sanitation,PopTotal,ForeignInvest,Labor,EmployRatio,Trade,Vulnerable,AirFreight,Aquaculture,Temp,Rainfall
Sri Lanka,2000,-0.1829986,34.9545527,299.4355127,64.15656553,19.92731504,0.545238127,443.4264526,18.463,71.333,79.54815332,84.63792304,18777601,1.224592312,7978309,52.51499939,88.6364417,41.38100052,255.708,4420,27.72395,121.6492092
Sri Lanka,2001,..,34.71854491,301.57439,62.92774237,20.0666052,0.552229542,425.6340906,18.492,72.233,80.15522622,85.26367598,18911730,1.12676595,7864117,52.29700089,80.89860153,39.10899925,217.567,3610,26.97944167,146.307075
Sri Lanka,2002,-0.1835918,34.48253711,303.9783448,62.09988588,14.27932254,0.579987695,430.0446815,18.535,73.085,80.73648973,85.88964208,19062482,1.05898829,7830731,51.70999908,76.33513178,39.33699894,203.126,2651,27.12989167,139.512925
Sri Lanka,2003,-0.2262302,34.24653321,306.5545686,61.30121413,13.23051488,0.576258098,451.6189289,18.574,73.799,81.31739231,86.51579943,19224037,1.090747209,7907981,51.92699814,75.33624733,39.49999905,238.009,3462,27.28871667,119.9572
Sri Lanka,2004,-0.1458181,34.01052542,309.1556849,61.60870184,12.54380414,0.634395262,453.8068586,18.592,74.337,81.89774709,87.14215565,19387153,1.188277909,7984113,51.73300171,79.4829449,37.62000084,312.627,4003,27.39383333,142.321675
Sri Lanka,2005,-0.3397865,33.77451762,311.6725881,60.07623083,11.81947682,0.619140825,460.5093132,18.576,74.695,82.47739027,87.76874496,19544988,1.211327409,8056471,52.00500107,73.60397296,37.64500046,310.362,4304,27.361075,134.3720417
Sri Lanka,2006,-0.2000842,33.72667836,314.0802424,62.17400405,11.33628023,0.608064532,461.1367746,18.513,74.904,83.05665374,88.39550557,19695972,1.126677351,8123334,52.5870018,71.26117849,41.17199993,325.413,5652,27.12045833,159.31
Sri Lanka,2007,-0.1529482,33.6788391,316.4095679,60.1968626,11.68316433,0.622623506,466.7071598,18.404,75.037,83.6352177,89.02251365,19842044,1.116128543,8183016,52.77000046,68.60651166,40.61300087,343.641,8233,27.21448333,138.5861
Sri Lanka,2008,-0.2252109,33.63099984,318.6730027,61.57084203,13.37920077,0.610861328,456.0943403,18.252,75.157,84.2133872,89.64967754,19983984,1.697007228,8231291,53.0359993,63.36904361,40.8930006,331.457,7474,27.170825,176.3632167
Sri Lanka,2009,-0.3974278,33.58316058,320.897911,63.50919518,12.6919713,0.65473331,449.5265438,18.061,75.286,84.79100765,90.33813202,20123508,1.863919403,8273940,52.5019989,49.14914153,39.66800117,278.998,7548.679,27.12896667,130.8357333
Sri Lanka,2010,-0.4213479,33.53532132,323.1021687,61.84228066,8.496140278,0.654610165,480.7718608,17.838,75.439,85.36794587,91.02494527,20261737,1.847465449,8310608,52.02000046,46.36389037,41.83500099,339.0489194,8058.14,27.02765,164.746525
Sri Lanka,2011,-0.3932713,33.43007339,325.2857598,59.24946453,8.831663963,0.742076616,512.6741106,17.594,75.614,85.94446759,91.71001286,20398670,0.96035049,8341363,52.13700104,54.98457842,42.17700005,364.50263,11912.22,27.39329167,136.4742583
Sri Lanka,2012,-0.2367883,33.32482935,325.7056291,60.6912926,7.449325527,0.786362791,551.0207099,17.343,75.796,86.52044584,92.39339697,20425000,0.841839966,8242391,51.38700104,51.4920819,40.69999981,405.42043,8839.756,27.55480833,142.3408817
Sri Lanka,2013,-0.214865,33.21958143,328.2570563,59.87225334,7.666516518,0.724493029,487.3784309,17.093,75.974,87.09783347,93.0745543,20585000,1.464115839,8250892,52.59700012,49.2577922,41.14900112,385.12,30881.3,27.33205833,129.6267417
Sri Lanka,2014,-0.3438567,33.11433739,331.3347154,57.58518113,8.006609793,0.862657426,515.5110213,16.849,76.147,87.67644335,93.75370037,20778000,1.375173042,8172455,51.70899963,50.2508827,40.72299957,384.7086541,34220.3,27.52645833,142.0134
Sri Lanka,2015,-0.3441554,33.00908946,334.396428,52.87589204,8.184271461,0.959155699,..,16.609,76.316,88.25596764,94.43110246,20970000,1.255214049,8498965,51.35900116,49.55879659,40.3920002,381.6320526,36037.75,27.295225,121.92065
Sri Lanka,2016,-0.3107294,32.90384153,338.1119439,..,7.426799696,1.101846767,..,16.364,76.482,88.83598462,95.10703002,21203000,1.126054421,8449225,..,..,..,403.075584,30974.22,27.426625,153.2497
Sri Lanka,2017,-0.4518619,..,341.9550311,..,7.833029204,..,..,16.106,76.648,89.41629243,95.78172636,21444000,0.84371829,8519572,..,..,..,398.4734642,..,27.41980833,175.6013083
Sri Lanka,2018,-0.3355731,..,345.558922,..,7.924707814,..,..,15.831,76.812,..,..,21670000,1.096793248,8630101,..,..,..,436.198,..,27.72951667,99.62023833
Uganda,2000,-0.8738403,19.36339523,118.3633051,93.90604626,27.50910688,0.060780277,..,48.584,46.229,26.75161624,17.38951187,23650172,3.189155246,7964690,67.91200256,32.74903334,86.19299889,20.653,820,23.211,100.7505
Uganda,2001,..,18.92297683,122.0607978,94.15308823,27.85024148,0.061946205,..,48.318,47.22,27.91321306,17.4949237,24388968,2.337226332,8210198,67.79199982,35.32997678,86.14899826,21.066,2360,23.06031667,104.5412667
Uganda,2002,-0.9083948,18.48255843,125.9559431,94.31779241,23.433428,0.061924706,..,48.04,48.299,29.09729503,17.59526347,25167257,2.59476175,8474559,67.70999908,36.27779416,85.12800026,21.277,4915,23.398375,94.853825
Uganda,2003,-0.8139555,18.04214003,130.026285,94.2259279,24.50702258,0.062667953,..,47.748,49.421,30.3032617,17.69049443,25980552,2.593888371,8754685,67.99500275,36.58572647,84.38699913,23.405,5500,23.83838333,102.1643917
Uganda,2004,-0.7794363,17.60172164,134.2340073,93.92102718,21.67035264,0.064805143,..,47.438,50.554,31.53096942,17.78072051,26821297,2.988527292,9055603,68.53500366,35.46008625,77.49199867,26.682,5539,24.2164,104.3795833
Uganda,2005,-0.8235874,17.16130324,138.5545518,92.80583388,25.07493613,0.078414179,..,47.101,51.676,32.77786988,17.86534565,27684585,3.190820333,9377010,69.06600189,38.99428548,78.71399879,28.55,10817,24.10709167,98.03860833
Uganda,2006,-0.7859881,16.48466067,142.9932186,92.4206124,24.03493298,0.088814596,..,46.728,52.784,34.04569807,17.94504466,28571475,3.72044058,9719420,68.75800323,43.63328579,77.76199913,33.975,32392,23.88851667,93.84854167
Uganda,2007,-0.8213381,15.80801811,147.5718833,92.30914666,22.27811368,0.097997791,..,46.308,53.887,35.33237186,18.01937743,29486338,4.213615704,10083345,68.43900299,46.77741665,77.12400246,30.578,51110,24.017025,74.79375
Uganda,2008,-0.8326218,15.13137432,152.3033682,92.28420872,21.38459856,0.104834308,..,45.834,54.984,36.63811015,18.08858361,30431736,6.479820608,10456546,68.11599731,56.25826821,76.74099922,29.544,52250,23.77296667,112.3232
Uganda,2009,-0.901867,14.45473175,157.2048246,92.43868599,33.70788729,0.107636295,..,45.299,56.06,37.96132133,18.15238831,31411096,6.44527613,10855276,67.80999756,46.74474975,77.10099983,26.855,76654.1,23.67176667,127.3089083
Uganda,2010,-0.9175547,13.72930381,161.7203621,91.60617339,31.96911532,0.120883274,..,44.693,57.099,39.30215016,18.21102389,32428167,5.118755092,11278085,68.01000214,45.71982165,77.14800072,0.735263,95000,23.69809167,102.6291833
Uganda,2011,-0.9205488,13.0550571,166.9505236,91.09121326,28.40300806,0.127392876,..,44.007,58.087,40.65941927,18.26435129,33476919,4.631929852,11722812,68.22200012,52.93644219,76.38899803,0.665850655,85712.7,24.30930833,99.22845833
Uganda,2012,-0.9884557,12.38081038,172.3477359,91.26617591,26.65641249,0.118310285,..,43.248,59.017,42.03276613,18.31247334,34559168,2.694240313,12188774,68.54199982,53.33849103,76.36999893,0.803977562,95906,23.935525,118.7161583
Uganda,2013,-1.042657,11.70656245,178.0133952,90.75016556,25.77605217,0.123482382,..,42.428,59.881,43.42022923,18.35504327,35695246,4.432458026,12668625,69.625,50.89653308,76.19600105,0.86022,98063,23.594025,110.5298417
Uganda,2014,-1.085041,11.03231573,184.0821265,90.22213006,24.60822367,0.129345873,..,41.564,60.669,44.82258425,18.39250736,36912148,5.214905283,13172930,69.51200104,46.3165282,75.77499962,0.670884,111023,23.3894,124.8677917
Uganda,2015,-1.051651,10.35806902,190.6316228,89.05794898,23.29637597,0.139771241,..,40.68,61.373,46.23822499,18.42463657,38225453,4.455365919,13664315,69.37200165,47.6644213,75.34800148,0.023472,117590,23.410325,134.8160167
Uganda,2016,-1.056744,9.683822306,197.723449,..,22.4278865,0.143267095,..,39.8,61.986,47.66563132,18.45123259,39647506,3.878679401,14172510,..,..,..,0.02300256,118051.2,23.482925,99.98270833
Uganda,2017,-1.042836,..,205.2786006,..,23.45883538,..,..,38.947,62.516,49.10403239,18.47231816,41162465,2.721697426,14698381,..,..,..,..,..,23.55038333,114.5927833
Uganda,2018,-1.038054,..,213.0617345,..,22.80939552,..,..,38.135,62.973,..,..,42723139,2.59855532,15233398,..,..,..,..,..,23.86768333,114.57165
Vietnam,2000,-0.568332,37.70012216,256.8971002,57.96370073,24.534582,0.671308552,359.6033143,17.429,73.025,80.14246784,52.36566347,79910412,6.141214403,40327942,75.37200165,111.4170944,81.04100037,117.332,513517,25.32508333,149.0131
Vietnam,2001,..,38.56440258,259.5470732,56.35774932,23.24104759,0.757220692,379.5465756,17.031,73.228,81.02644783,54.24083614,80742499,4.922663457,41354041,74.9489975,111.955938,78.62599945,135.363,603098,24.33866667,175.8269833
Vietnam,2002,-0.5696136,39.50088553,262.5484044,52.41332939,23.02944218,0.868419917,410.1504534,16.82,73.438,81.9040527,56.10414636,81534407,4.16392408,42312002,75.40200043,116.6968687,78.96199799,151.91,718041,24.29319167,148.011
Vietnam,2003,-0.4990683,40.4328055,265.4292773,51.02385557,22.54243671,0.957054376,426.6101523,16.734,73.654,82.77435316,57.95381629,82301656,3.977335462,43407469,75.24500275,124.3279544,77.55900192,164.459,952502,24.71243333,176.3661917
Vietnam,2004,-0.734896,41.30357661,267.8840939,45.98952382,21.80769935,1.090129494,469.1355715,16.74,73.875,83.63763233,59.79050287,83062821,3.992687051,44383326,75.25099945,133.0164979,73.88199997,216.527,1213617,24.90439167,168.8604583
Vietnam,2005,-0.7242912,42.17434773,270.3668881,44.35696306,19.29997888,1.170708252,492.0724513,16.805,74.092,84.49318726,61.68631162,83832661,3.666012292,45289503,75.04599762,130.714846,69.68899918,230.186,1452300,24.97435,129.9013667
Vietnam,2006,-0.7458543,42.8522598,272.8981843,44.46111764,18.72678545,1.214192778,499.5559313,16.903,74.295,85.34112347,63.57246996,84617540,3.544081073,46205807,74.85900116,138.3136219,68.55399895,216.012,1672727,24.61105833,130.1136917
Vietnam,2007,-0.6293012,43.53017187,275.4848615,42.10217794,18.6550997,1.227733963,532.4878224,17.017,74.474,86.18120264,65.44870704,85419591,3.390403646,47171711,74.65899658,154.605384,67.57100105,258.488,2100400,24.81881667,157.7486333
Vietnam,2008,-0.7071454,44.20808079,278.1417519,39.4589931,20.41314392,1.368182472,563.9279605,17.129,74.625,87.01307033,67.3144916,86243413,3.616000904,48034823,74.78600311,154.3174796,66.395998,295.759,2477450,24.71604167,152.7939167
Vietnam,2009,-0.5441679,44.88599286,280.879324,37.16681368,19.16845987,1.476951428,609.2761386,17.221,74.745,87.83675114,69.17011283,87092252,8.654717714,48953545,74.60700226,134.7063177,65.98800087,311.502,2571080,24.38475,167.3985167
Vietnam,2010,-0.6235763,45.56390492,283.7025543,34.79589882,18.37848058,1.622618922,669.6999218,17.282,74.837,88.65319137,71.01800733,87967651,9.663039055,49925424,74.88999939,152.2173686,64.81200027,426.91573,2701317,23.8965,163.8767417
Vietnam,2011,-0.6073088,45.97994001,286.6177347,36.52695938,19.56775113,1.712240646,662.5571706,17.316,74.904,89.46054947,72.85442297,88871561,7.168819875,50869267,75.72200012,162.9145503,63.51600075,475.3856596,2859581,24.57829167,137.8751167
Vietnam,2012,-0.5280005,46.3959751,289.6200439,38.11436603,19.221401,1.588281536,667.3200042,17.331,74.958,90.25871046,74.67936457,89802487,6.9006118,51939895,76.32800293,156.5539303,62.61400032,503.5503227,3103351,24.92385833,132.821825
Vietnam,2013,-0.4782664,46.81201019,292.6870449,37.39155073,17.96358637,1.622307629,660.3341082,17.333,75.006,91.04709896,76.49172124,90753472,5.481799304,52960884,76.6230011,165.094237,62.62700081,497.1798203,3220071,23.88394167,166.8919583
Vietnam,2014,-0.4362011,47.22804528,295.7867417,37.03547263,17.69919977,1.824531973,..,17.315,75.056,92.27634392,78.29218375,91714595,5.370298997,53977063,77.09300232,169.5345132,62.20299911,450.2200379,3354342,24.783025,178.814425
Vietnam,2015,-0.4261965,47.64408037,298.8908182,34.99856984,16.992212,2.032107552,..,17.259,75.11,93.19886854,80.08031187,92677076,5.19792941,54961593,76.83399963,178.7674147,57.72199821,384.47024,3450200,24.517575,178.3691917
Vietnam,2016,-0.4524708,48.06011546,301.9922082,..,16.31964409,2.057565917,..,17.15,75.172,93.99012251,81.85570363,93638724,4.940800273,55902420,..,..,..,451.25618,3634531,24.65445,138.3499333
Vietnam,2017,-0.5831431,..,305.0815687,..,15.34488286,..,..,16.979,75.241,94.71880561,83.51504947,94596642,6.106361156,56489773,..,..,..,453.34954,..,25.13700833,143.9634
Vietnam,2018,-0.4854065,..,308.1252459,..,14.68197863,..,..,16.745,75.317,..,..,95540395,6.138072368,56888431,..,..,..,481.369979,..,25.07315833,165.7384833
